contract_address,chain,protocol,method_id,method,avg_non_null_user_balance,unique_executions,%,cum %
0x9d87ff196646a99bddb16876066aa863900118b4,eth,,0x2e17de78,,418723.355,4,,
0xf2041be4ea84599818799eed882389a8a30d2226,eth,,0x095ea7b3,,117778.622,4,,
0xdef1ca1fb7fbcdc777520aa7f396b4e015f497ab,eth,,0x095ea7b3,,2489914.16,4,,
0x8419f704cd6520e2c3ef477ef9bfa3159ea1aca7,matic,,0x47153f82,,54036.2247,4,,
0xa062ae8a9c5e11aaa026fc2670b0d65ccc8b2858,op,,0x0dede6c4,,3098722.37,4,,
0xa6e0e731cb1e99aede0f9c9128d04f948e18727d,bsc,,0x379607f5,,7159485,4,,
0xf360e073efc1fd4cc2d21551a13781ddefe888de,arb,,0xf3fef3a3,,32350.6591,4,,
0x3005003bda885dee7c74182e5fe336e9e3df87bb,eth,,0xa9059cbb,,67055.7111,4,,
0xb852c6b5892256c264cc2c888ea462189154d8d7,eth,,0xa22cb465,,35466.5184,4,,
0x159854e14a862df9e39e1d128b8e5f70b4a3ce9b,arb,,0x078580d2,,667146.867,4,,
0x4b3afbb89b0ff2784f605ca00cf2bd9410ec349e,eth,,0x095ea7b3,,68198.9148,4,,
0x50002cdfe7ccb0c41f519c6eb0653158d11cd907,eth,,0xca23bb4c,,30625.812,4,,
0x09986b4e255b3c548041a30a2ee312fe176731c2,arb,,0xa07076b2,,24444.0016,4,,
0x0e3efd5be54cc0f4c64e0d186b0af4b7f2a0e95f,eth,,0x1b45c18d,,12703.5305,4,,
0x129d453253dbce5cf6997db8fb461b2a20fd275f,eth,,0x444e664a,,41185.3182,4,,
0x30acbee042310be38a9f39209128e2d360635a1e,op,,0x00257612,,27758.8816,4,,
0x74ccbe53f77b08632ce0cb91d3a545bf6b8e0979,op,,0x095ea7b3,,748157.866,4,,
0x1a2eb478fa07125c9935a77b3c03a82470801e30,eth,,0x095ea7b3,,137905.054,4,,
0x4a88ebf6f76b04f5e0e71a351a22e573f636affe,eth,,0x095ea7b3,,33769.6681,4,,
0x3a23f943181408eac424116af7b7790c94cb97a5,eth,,0x00000182,,201617.109,4,,
0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,eth,,0xa9059cbb,,1152035.68,4,,
0x371c7ec6d8039ff7933a2aa28eb827ffe1f52f07,arb,,0x095ea7b3,,7715.54399,4,,
0x3a23f943181408eac424116af7b7790c94cb97a5,bsc,,0x00000182,,201617.109,4,,
0x254eaede62ad856ff892379a1a547213a355afdb,arb,,0x095ea7b3,,176835.798,4,,
0x55a8f6c6b3aa58ad6d1f26f6afeded78f32e19f4,eth,,0x095ea7b3,,43795.5503,4,,
0x5a58505a96d1dbf8df91cb21b54419fc36e93fde,matic,,0x0f5287b0,,39188.8748,4,,
0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,avax,,0x095ea7b3,,64978.4473,4,,
0x8d0802559775c70fb505f22988a4fd4a4f6d3b62,eth,,0xa22cb465,,3749.37015,4,,
0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,arb,,0xa9059cbb,,78209.3137,4,,
0xc36442b4a4522e871399cd717abdd847ab11fe88,matic,,0xac9650d8,,1386053.51,4,,
0x5be754ad77766089c4284d914f0cc37e8e3f669a,arb,,0xa694fc3a,,9271107.06,4,,
0xdef1c0ded9bec7f1a1670819833240f027b25eff,avax,,0x415565b0,,785523.87,4,,
0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,eth,,0xc660093d,,84321.5628,4,,
0x3a23f943181408eac424116af7b7790c94cb97a5,matic,,0x0000018d,,91557.2709,4,,
0xb23d80f5fefcddaa212212f028021b41ded428cf,eth,,0xa9059cbb,,11106.5076,4,,
0xca423977156bb05b13a2ba3b76bc5419e2fe9680,op,,0x83bd37f9,,11307.0642,4,,
0x1b8d516e2146d7a32aca0fcbf9482db85fd42c3a,arb,,0x095ea7b3,,14592.2135,4,,
0xafccb724e3aec1657fc9514e3e53a0e71e80622d,arb,,0x095ea7b3,,398893.391,4,,
0xf55b0f6f2da5ffddb104b58a60f2862745960442,eth,,0x095ea7b3,,213329.526,4,,
0xf0d4c12a5768d806021f80a262b4d39d26c58b8d,arb,,0x5c9c18e2,,178263.291,4,,
0x72e4f9f808c49a2a61de9c5896298920dc4eeea9,eth,,0xa9059cbb,,70194.9709,4,,
0xa178a73f6e215531047d3486f8edc68d14548f6b,eth,,0xa22cb465,,32994.4936,4,,
0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,op,,0x095ea7b3,,599479.74,4,,
0x543d43f390b7d681513045e8a85707438c463d80,eth,,0xa22cb465,,208558.211,4,,
0x046eee2cc3188071c02bfc1745a6b17c656e3f3d,eth,,0xa9059cbb,,176101.839,4,,
0x6110d61dd1133b0f845f1025d6678cd22a11a2fe,eth,,0x6a41a61b,,384204.843,4,,
0x85bbe848e12472eb1bee06be7e123bdee42c7943,arb,,0xb6e33209,,2923483.93,4,,
0x1761b56d88557130d305498940baf04f60c7ebf7,arb,,0xd2f57b52,,18721.3138,4,,
0x45e563c39cddba8699a90078f42353a57509543a,eth,,0x2556e453,,6521066.46,4,,
0x00000000a6dcb65cff59202b627b628c288769d7,eth,,0xa578002a,,186654.939,4,,
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,eth,,0x573ade81,,2830242.54,4,,
0xd1258db6ac08eb0e625b75b371c023da478e94a9,eth,,0xa22cb465,,80172.6811,4,,
0x982239d38af50b0168da33346d85fb12929c4c07,arb,,0x095ea7b3,,358718.902,4,,
0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,eth,,0x095ea7b3,,92697.9293,4,,
0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,eth,,0xea598cb0,,2658429.85,4,,
0xaded4a1c5a6be96156876ed973c2093c08ffb6ff,arb,,0x095ea7b3,,106178.845,4,,
0x3a23f943181408eac424116af7b7790c94cb97a5,eth,,0x00000192,,310018.776,4,,
0x8b12bd54ca9b2311960057c8f3c88013e79316e3,eth,,0x095ea7b3,,73110.8593,4,,
0x508e00d5cef397b02d260d035e5ee80775e4c821,eth,,0x095ea7b3,,38251.2684,4,,
0xc61d3c70cfc9dedaa090fdd0760eb9291253feff,arb,,0xdd467064,,9183108.26,4,,
0x3446dd70b2d52a6bf4a5a192d9b0a161295ab7f9,eth,,0x095ea7b3,,2549760.37,4,,
0xaaef88cea01475125522e117bfe45cf32044e238,eth,,0x095ea7b3,,162082.65,4,,
0xed17e645aa1aab0851a0d61b6dcadcaf2177d066,matic,,0x095ea7b3,,15719.258,4,,
0xbe9371326f91345777b04394448c23e2bfeaa826,eth,,0xa22cb465,,5969.84186,4,,
0x614da3b37b6f66f7ce69b4bbbcf9a55ce6168707,eth,,0x095ea7b3,,35365.1075,4,,
0xba12222222228d8ba445958a75a0704d566bf2c8,arb,,0xb95cac28,,905977.855,4,,
0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,eth,,0x095ea7b3,,2691.27633,4,,
0xdb8d79c775452a3929b86ac5deab3e9d38e1c006,eth,,0xfa2b068f,,344471.549,4,,
0x1a59eec501745ad6bdfc37558ddacb38ca5a8c48,eth,,0x095ea7b3,,103016.528,4,,
0xfb73dfff0ae6aa94559b1b17421cf42e198b8d22,arb,,0x3927ef8a,,311212.89,4,,
0x5798c80608ede921e7028a740596b98ae0d8095a,zksync,,0x7ba0e2e7,,22576.4792,4,,
0x24289e2f9cdc03787e24997df5438ba8045bc9b2,eth,,0x095ea7b3,,2254.78855,4,,
0xd56734d7f9979dd94fae3d67c7e928234e71cd4c,arb,,0x81b4e8b4,,142503.776,4,,
0x0c49cc7ac77246ba6022dc2fe8cc0942cef83fa3,arb,,0x80699b79,,137200.832,4,,
0x6873e99fb85de770cc89fa37bc9c859fc2ebaf60,eth,,0x4a0a9a7e,,8951.47224,4,,
0x6685fcfce05e7502bf9f0aa03b36025b09374726,eth,,0x095ea7b3,,6963290.62,4,,
0xaf0721ecf5b087ef67731188925c83dbc02f46fb,bsc,,0xb1a1a882,,19100.3352,4,,
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,eth,,0x095ea7b3,,132625.175,4,,
0x5af0d9827e0c53e4799bb226655a1de152a425a5,eth,,0x42842e0e,,28344.0053,4,,
0x6bb7a17acc227fd1f6781d1eedeae01b42047ee0,arb,,0x095ea7b3,,82488.2168,4,,
0x09f5eaaecb286271610e1336bf4a4afcb59964a6,eth,,0xa95c4d62,,47617.6718,4,,
0x29469395eaf6f95920e59f858042f0e28d98a20b,eth,,0x5e05b33c,,6844637.48,4,,
0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,arb,,0xa9059cbb,,16896.0713,4,,
0x3c6fbc94288f5af5201085948ddb18aded2e6879,eth,,0xa22cb465,,25011.8846,4,,
0x704bf12276f5c4bc9349d0e119027ead839b081b,eth,,0xa22cb465,,36209.7058,4,,
0x45e15d1e4f92f28a916f4f2971ad9adc278e148b,arb,,0x4e71d92d,,368912.633,4,,
0xc20e204606557cb98b305be605f924d8565fb700,eth,,0xa22cb465,,29285.2007,4,,
0xd1ad8ebfb0fb6306962e48260cf1e8062eb28cfa,eth,,0x23b872dd,,10421.0703,4,,
0x60b8c145235a31f1949a831803768bf37d7ab7aa,arb,,0xb666e032,,49498.9104,4,,
0xbb0a794521aea46befbd6aacd330c01ab0e3b148,eth,,0x1feed31f,,36292.9875,4,,
0xff2b4721f997c242ff406a626f17df083bd2c568,eth,,0xa22cb465,,37954.9917,4,,
0x8f7b0e3407e55834f35e8c6656daccbf9f816964,zksync,,0x7ba0e2e7,,22576.4792,4,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,arb,,0xca360ae0,,89087.0948,4,,
0xddaecf4b02a3e45b96fc2d7339c997e072b0d034,arb,,0x4178ec28,,179123.63,4,,
0xf55b0f6f2da5ffddb104b58a60f2862745960442,eth,,0xb72df5de,,213329.526,4,,
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,matic,,0xfd9f1e10,,483579.477,4,,
0x8a90cab2b38dba80c64b7734e58ee1db38b8992e,eth,,0xa22cb465,,83770.2697,4,,
0xe0c38b2a8d09aad53f1c67734b9a95e43d5981c0,ftm,,0x7c025200,,239577.621,4,,
0x47176b2af9885dc6c4575d4efd63895f7aaa4790,eth,,0x441a3e70,,734499.513,4,,
0x12787526c03d626aac88e6edc4d0fb930d86c631,eth,,0xa22cb465,,6514.16121,4,,
0xfbd849e6007f9bc3cc2d6eb159c045b8dc660268,arb,,0x65fc3873,,12063.4188,4,,
0x0e42acbd23faee03249daff896b78d7e79fbd58e,eth,,0x3ccfd60b,,778542.495,4,,
0xb4fc1fc74effa5dc15a031eb8159302cfa4f1288,eth,,0x095ea7b3,,28735.3012,4,,
0xc1c146e09640fe9e5d670288cc43c6269949d9a1,eth,,0x095ea7b3,,99052.8147,4,,
0xba12222222228d8ba445958a75a0704d566bf2c8,arb,,0x8bdb3913,,1718549.23,4,,
0x488863d609f3a673875a914fbee7508a1de45ec6,matic,,0x76a9099a,,23949.2275,4,,
0x29469395eaf6f95920e59f858042f0e28d98a20b,eth,,0xe7efc178,,53919.1488,4,,
0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,eth,,0x42842e0e,,33456.218,4,,
0x64bc2ca1be492be7185faa2c8835d9b824c8a194,eth,,0x095ea7b3,,54478.381,4,,
0x9813037ee2218799597d83d4a5b6f3b6778218d9,eth,,0x095ea7b3,,124416.045,4,,
0x09986b4e255b3c548041a30a2ee312fe176731c2,arb,,0x143f05e1,,26937.7096,4,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,op,,0x8bf6ef99,,80206.4622,4,,
0xc67b7cb2fff1d9eb5ccccea39b4395de890d8f5e,arb,,0x4e71d92d,,194635.6,4,,
0x9a74559843f7721f69651eca916b780ef78bd060,eth,,0xa22cb465,,29817.4186,4,,
0x363c5dc3ff5a93c9ab1ec54337d211148e10f567,eth,,0xa22cb465,,44351.5298,4,,
0x23805449f91bb2d2054d9ba288fdc8f09b5eac79,arb,,0x38ed1739,,80555.8938,4,,
0x14fee680690900ba0cccfc76ad70fd1b95d10e16,eth,,0x095ea7b3,,60654.4779,4,,
0x7448c7456a97769f6cd04f1e83a4a23ccdc46abd,eth,,0x095ea7b3,,2811071.18,4,,
0xe99ead648fb2893d1cfa4e8fe8b67b35572d2581,arb,,0x1c4b774b,,111918.164,4,,
0xc55126051b22ebb829d00368f4b12bde432de5da,eth,,0xa9059cbb,,175919.723,4,,
0x89d584a1edb3a70b3b07963f9a3ea5399e38b136,eth,,0x095ea7b3,,22922.7671,4,,
0x5b1085136a811e55b2bb2ca1ea456ba82126a376,eth,,0xa22cb465,,113529.435,4,,
0xb533687ef77459093368c43e95f8df1c2b5a1f7a,eth,,0x095ea7b3,,25877.2662,4,,
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,arb,,0x39509351,,26777.2472,4,,
0xc3bb52e6118f05dd8ad4e1c1a1398281cd7c4c7f,eth,,0xb4b62609,,480621.34,4,,
0x0c7f66f72131c411994e523550f9e4a3769cd475,matic,,0x183ff085,,27721.8921,4,,
0xf776155e27fea213ab468ec1b34ecb8699ea6f6f,eth,,0x095ea7b3,,33333.8483,4,,
0x86734d3819db5525f0bc25e3593a9f3cfc3bb0d5,eth,,0x095ea7b3,,20349.5693,4,,
0x5a58505a96d1dbf8df91cb21b54419fc36e93fde,matic,,0x9981509f,,21308.4687,4,,
0x052ab3fd33cadf9d9f227254252da3f996431f75,arb,,0x996cba68,,2848162.54,4,,
0xa5cb30e5d30a9843b6481ffd8d8d35dded3a3251,linea,,0xb6b55f25,,6495859.53,4,,
0x45a01e4e04f14f7a4a6702c74187c5f6222033cd,avax,,0x9fbf10fc,,91757.7162,4,,
0x6352a56caadc4f1e25cd6c75970fa768a3304e64,avax,,0x90411a32,,565393.685,4,,
0xa7111e8e9f02c8ce89e9a2bcb40c88f34b1c23ad,eth,,0x095ea7b3,,23147.6959,4,,
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7,eth,,0xa22cb465,,58085.4207,4,,
0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,eth,,0xde0e9a3e,,11674245.1,4,,
0x3a23f943181408eac424116af7b7790c94cb97a5,arb,,0x00000195,,49628.4387,4,,
0x17ed38f5f519c6ed563be6486e629041bed3dfbc,eth,,0xa22cb465,,52611.9554,4,,
0xcb0620b181140e57d1c0d8b724cde623ca963c8c,bsc,,0x69328dec,,56490.3642,4,,
0xf307910a4c7bbc79691fd374889b36d8531b08e3,bsc,,0x095ea7b3,,7255593.03,4,,
0xef1eae0457e8d56a003d781569489bc5466e574b,bsc,,0x126928c4,,2122.80904,4,,
0x2a85556a6701a02e75bc4de8ec340c6de1b29f72,eth,,0x095ea7b3,,127372.649,4,,
0x934899352fcdedeec81c57694dc940e8c25c4737,eth,,0x095ea7b3,,103281.316,4,,
0xc3f733ca98e0dad0386979eb96fb1722a1a05e69,eth,,0xa22cb465,,35010.8753,4,,
0x3a23f943181408eac424116af7b7790c94cb97a5,eth,,0xc3540448,,236863.255,4,,
0xea14fb44f85650d06d505966b1d02ca1f599b823,eth,,0xa22cb465,,13033.3497,4,,
0x3a23f943181408eac424116af7b7790c94cb97a5,arb,,0x00000192,,310018.776,4,,
0x77372a4cc66063575b05b44481f059be356964a4,eth,,0xa22cb465,,34663.2885,4,,
0x251b5f14a825c537ff788604ea1b58e49b70726f,eth,,0xa22cb465,,41539.6928,4,,
0xa184998ec58dc1da77a1f9f1e361541257a50cf4,matic,,0x1249c58b,,74065.4969,4,,
0x0a992d191deec32afe36203ad87d7d289a738f81,eth,,0x57ecfd28,,352995.806,4,,
0xec8b0f7ffe3ae75d7ffab09429e3675bb63503e4,bsc,,0x3593564c,,174982.21,4,,
0x5eed99d066a8caf10f3e4327c1b3d8b673485eed,eth,,0x095ea7b3,,166104.117,4,,
0xed1167b6dc64e8a366db86f2e952a482d0981ebd,eth,,0x095ea7b3,,283229.886,4,,
0xcc94faf235cc5d3bf4bed3a30db5984306c86abc,eth,,0x095ea7b3,,819257.743,4,,
0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,avax,,0x095ea7b3,,213424.216,4,,
0xb50721bcf8d664c30412cfbc6cf7a15145234ad1,eth,,0x095ea7b3,,237938.292,4,,
0x5039af99956f13a4e2c4b29e745e4d27e07b45ff,avax,,0x095ea7b3,,21937.4792,4,,
0x0a8f4c4f23d72857745e26695dcd8dedf8e349b9,eth,,0x095ea7b3,,91775.8095,4,,
0x477bc8d23c634c154061869478bce96be6045d12,bsc,,0x095ea7b3,,2684975.4,4,,
0xbb5ca40b2f7af3b1ff5dbce0e9cc78f8bfa817ce,arb,,0x80500d20,,802268.656,4,,
0x59a729658e9245b0cf1f8cb9fb37945d2b06ea27,arb,,0x095ea7b3,,72161.7723,4,,
0x9d39a5de30e57443bff2a8307a4256c8797a3497,eth,,0x9343d9e1,,266158.7,4,,
0x8ab2ff0116a279a99950c66a12298962d152b83c,eth,,0xa9059cbb,,1051803.95,4,,
0xb14ebf566511b9e6002bb286016ab2497b9b9c9d,eth,,0x095ea7b3,,75301.6075,4,,
0xadb9d68c613df4aa363b42161e1282117c7b9594,arb,,0x6e4bb3b5,,164971.807,4,,
0x35ec5f1ae635f5483331f54088ecec816ea78fb1,eth,,0xd0e30db0,,34685.0588,4,,
0xb035bf528877c9ee6961a10e07344d4e4732d5f8,eth,,0x2f52ebb7,,79275.4905,4,,
0x7ec9e91ef5c40dca62c6812a1049375e6f6fc2be,eth,,0xe0e716c4,,8140.31334,4,,
0x4945970efeec98d393b4b979b9be265a3ae28a8b,arb,,0x095ea7b3,,666545.504,4,,
0xcc42724c6683b7e57334c4e856f4c9965ed682bd,bsc,,0x095ea7b3,,73849.4841,4,,
0x1824a51c106efc27d35a74efb56d9bf54ddb22d4,arb,,0x095ea7b3,,435128.245,4,,
0x00e1724885473b63bce08a9f0a52f35b0979e35a,op,,0x095ea7b3,,784069.968,4,,
0x9bcef72be871e61ed4fbbc7630889bee758eb81d,op,,0x095ea7b3,,664922.867,4,,
0x02950460e2b9529d0e00284a5fa2d7bdf3fa4d72,eth,,0x095ea7b3,,2408994.43,4,,
0x6100dd79fcaa88420750dcee3f735d168abcb771,eth,,0x095ea7b3,,146064.368,4,,
0x4e9fcd48af4738e3bf1382009dc1e93ebfce698f,eth,,0x095ea7b3,,53944.903,4,,
0x5e0d808afc0f8a70ee7b3f51379b8107a3b574d8,eth,,0x7b227022,,51800.1388,4,,
0xe04d9e9ccdf65eb1db51e56c04bee4c8582edb73,matic,,0xaea64c38,,15263.9285,4,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,eth,,0xbe1eace7,,97633.6942,4,,
0x00000000005bbb0ef59571e58418f9a4357b68a0,arb,,0x12599ac6,,1101872.61,4,,
0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,eth,,0x095ea7b3,,2858393.5,4,,
0x6051f99cc1d45227106b895f16cb85827f2821e5,arb,,0x0020311b,,57438.9804,4,,
0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,eth,,0x42842e0e,,57084.6684,4,,
0x0055485fca054d165fc0c7d836459722436544c1,eth,,0xa22cb465,,21194.6825,4,,
0x7043e4e1c4045424858ecbced80989feafc11b36,matic,,0x613db23b,,36471.282,4,,
0x269877f972622d3c293fca595c65cf34b7f527ce,eth,,0x095ea7b3,,85009.3126,4,,
0x68313f1a6a60d05dd767811643406339e8e8d034,arb,,0x65fc3873,,123010.169,4,,
0x000000000000ad05ccc4f10045630fb830b95127,eth,,0x627cdcb9,,43960.6856,4,,
0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,eth,,0x095ea7b3,,82930.901,4,,
0x085c091b71b9d77b8f52f073d738ce805dec369b,eth,,0xa22cb465,,106969.155,4,,
0x65c936f008bc34fe819bce9fa5afd9dc2d49977f,arb,,0x095ea7b3,,209370.544,4,,
0xb4e570232d3e55d2ee850047639dc74da83c7067,eth,,0x42842e0e,,109510.177,4,,
0x30acbee042310be38a9f39209128e2d360635a1e,arb,,0x00257612,,27758.8816,4,,
0xb8a87405d9a4f2f866319b77004e88dff66c0d92,eth,,0x095ea7b3,,88755.7755,4,,
0xc5167bb07916b6b420ecb1cedb13ada491deeaf3,eth,,0x02327c0a,,6515861.38,4,,
0x45f1d65a4c6045ab220acda4b8c12ace80054c35,eth,,0x673da154,,136747.218,4,,
0x8cdbd7010bd197848e95c1fd7f6e870aac9b0d3c,eth,,0xa22cb465,,72194.4721,4,,
0xba12222222228d8ba445958a75a0704d566bf2c8,eth,,0x8bdb3913,,1718549.23,4,,
0x6811f2f20c42f42656a3c8623ad5e9461b83f719,eth,,0x2eb2c2d6,,11353.0453,4,,
0x4fc1cc62e5d0b12f5a9e3213b4177d2edb301f30,arb,,0x2a26a396,,2829511.13,4,,
0x87053a2ad78b159bd5b630a41bb04812ae2421f5,matic,,0x25aabd07,,15795.9245,4,,
0x40301951af3f80b8c1744ca77e55111dd3c1dba1,arb,,0x095ea7b3,,264780.693,4,,
0xe7eb31f23a5befeeff76dbd2ed6adc822568a5d2,matic,,0x2646478b,,30295.0929,4,,
0xac1419ee74f203c6b9daa3635ad7169b7ebb5c1a,eth,,0x095ea7b3,,27273.1608,4,,
0x1d2fc977cc1e1fbd57a8b7f81fcd5d541d8531dd,eth,,0x095ea7b3,,101671.157,4,,
0x5946aeaab44e65eb370ffaa6a7ef2218cff9b47d,eth,,0xa22cb465,,35408.4872,4,,
0x06450dee7fd2fb8e39061434babcfc05599a6fb8,eth,,0x52c7f8dc,,24011.7948,4,,
0xc738cdb5140d6b7f688ba05a25c8a51568622d96,eth,,0x9ebea88c,,59979.6235,4,,
0x756fc5e6bdb26a85594346d7d0520e1c0e492452,base,,0x6f816a20,,6503086.64,4,,
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,eth,,0xd505accf,,50772.4901,4,,
0xba61f25dd9f2d5f02d01b1c2c1c5f0b14c4b48a3,eth,,0xb1a1a882,,2662283.98,4,,
0x17aabf6838a6303fc6e9c5a227dc1eb6d95c829a,op,,0x095ea7b3,,30565.7848,4,,
0xe238ecb42c424e877652ad82d8a939183a04c35f,matic,,0x095ea7b3,,29304.4034,4,,
0xcf77a3ba9a5ca399b7c97c74d54e5b1beb874e43,base,,0x903638a4,,716069.323,4,,
0x78b1bd624791eb8aff5f0724ac2c3539142108bf,op,,0x095ea7b3,,164822.63,4,,
0x9e629d779be89783263d4c4a765c38eb3f18671c,eth,,0xa22cb465,,352105.472,4,,
0xa1e417c09211b9ec12ea25f97429d0772749bbf2,arb,,0x45368181,,5134.55975,4,,
0x6051f99cc1d45227106b895f16cb85827f2821e5,arb,,0x3bc1f1ed,,49886.2973,4,,
0x73d7c860998ca3c01ce8c808f5577d94d545d1b4,eth,,0x095ea7b3,,44147.0149,4,,
0x5692db8177a81a6c6afc8084c2976c9933ec1bab,bsc,,0xb52c05fe,,2683088.62,4,,
0x009a0b7c38b542208936f1179151cd08e2943833,linea,,0x830cbbbd,,87871.2959,4,,
0x33383265290421c704c6b09f4bf27ce574dc4203,arb,,0x2aac3cac,,1062.9409,4,,
0x4a16a42407aa491564643e1dfc1fd50af29794ef,op,,0xd294f093,,6672908.02,4,,
0xdef1c0ded9bec7f1a1670819833240f027b25eff,base,,0x415565b0,,785523.87,4,,
0xaaa1ee8dc1864ae49185c368e8c64dd780a50fb7,arb,,0xeb8738f5,,755268.978,4,,
0x3ba925fdeae6b46d0bb4d424d829982cb2f7309e,eth,,0x095ea7b3,,34336.5443,4,,
0x33898903c17b2b4cf37782535691baebc744e590,linea,,0x64617461,,0,4,,
0xa5cb30e5d30a9843b6481ffd8d8d35dded3a3251,linea,,0x2e1a7d4d,,6505434.66,4,,
0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,eth,,0x095ea7b3,,55168.8505,4,,
0x8700daec35af8ff88c16bdf0418774cb3d7599b4,op,,0xaf086c7e,,6672908.02,4,,
0x3a23f943181408eac424116af7b7790c94cb97a5,matic,,0x00000193,,85457.0728,4,,
0x9c7f0628cee619953fc395cd7cf0576dce1f505e,eth,,0xb391c508,,32876.343,4,,
0x25ab3efd52e6470681ce037cd546dc60726948d3,arb,,0xdecf2a48,,47818.0804,4,,
0xd9e6987d77bf2c6d0647b8181fd68a259f838c36,eth,,0x6ab15071,,68642.5084,4,,
0x1195cf65f83b3a5768f3c496d3a05ad6412c64b7,base,,0x0bdd6875,,20685.3384,4,,
0xe5b68556c12f37fa12f15ae87ea32f15a8c4e7b9,arb,,0x42842e0e,,14368.3779,4,,
0x2c7e82641f03fa077f88833213210a86027f15dc,arb,,0xfb4b71bb,,373450.962,4,,
0xed4040fd47629e7c8fbb7da76bb50b3e7695f0f2,zksync,,0x095ea7b3,,8315.76667,4,,
0xd359bc471554504f683fbd4f6e36848612349ddf,eth,,0xc2288147,,398724.408,4,,
0x6602e9319f2c5ec0ba31ffcdc4301d7ef03b709e,eth,,0xa9059cbb,,29706.9434,4,,
0x7573933eb12fa15d5557b74fdaff845b3baf0ba2,matic,,0x64fb0965,,18527.494,4,,
0xeea7c78b258bd908256a1afa4e2f311e26c992f3,eth,,0xa22cb465,,26076.7184,4,,
0xe07f9d810a48ab5c3c914ba3ca53af14e4491e8a,eth,,0x095ea7b3,,2724390.92,4,,
0x9e9fbde7c7a83c43913bddc8779158f1368f0413,eth,,0xa9059cbb,,93102.1466,4,,
0x76ba3ec5f5adbf1c58c91e86502232317eea72de,arb,,0x2e1a7d4d,,829166.118,4,,
0xeb8e93a0c7504bffd8a8ffa56cd754c63aaebfe8,arb,,0x095ea7b3,,16319.4341,4,,
0x0c847f03b4ed4f65ef622630a907bdc616e88eb4,eth,,0x828d4cba,,202638.433,4,,
0x1ecdb32e59e948c010a189a0798c674a2d0c6603,eth,,0x0b8aacb9,,6500892.24,4,,
0x02545d3db23162dfa9e2b0ef014047ec9f64bd6e,avax,,0x095ea7b3,,66145.1226,4,,
0x577fd586c9e6ba7f2e85e025d5824dbe19896656,arb,,0x095ea7b3,,162279.935,4,,
0x7f52269092f2a5ef06c36c91e46f9196deb90336,matic,,0xccba8aac,,17439.2531,4,,
0xe43638797513ef7a6d326a95e8647d86d2f5a099,arb,,0xb0463d5c,,133600.653,4,,
0x018602173a73ad5a9117f9ef9e250c4d23539a1c,eth,,0x1361a46d,,9143.64804,4,,
0xbbee07b3e8121227afcfe1e2b82772246226128e,arb,,0x8e5d588c,,902059.807,4,,
0x2e5749c2ffe9d4299d8eea18f90e5f6f00adf8b0,eth,,0x7b3dab8f,,152534.673,4,,
0xcf5540fffcdc3d510b18bfca6d2b9987b0772559,eth,,0x83bd37f9,,21428.8218,4,,
0x80e38291e06339d10aab483c65695d004dbd5c69,linea,,0x53c43f15,,14208.6419,4,,
0xf4fbc617a5733eaaf9af08e1ab816b103388d8b6,eth,,0x095ea7b3,,281072.501,4,,
0x9e22ebec84c7e4c4bd6d4ae7ff6f4d436d6d8390,arb,,0x6e553f65,,2631898.3,4,,
0x39d5313c3750140e5042887413ba8aa6145a9bd2,eth,,0x095ea7b3,,204176.948,4,,
0x1ecdb32e59e948c010a189a0798c674a2d0c6603,eth,,0xf564f0ae,,56975.827,4,,
0xef4fb24ad0916217251f553c0596f8edc630eb66,bsc,,0xb9303701,,82461.4511,4,,
0x823556202e86763853b40e9cde725f412e294689,eth,,0x095ea7b3,,370024.19,4,,
0xb259fcf928e58e39d381704d3cae9b8e969814a0,eth,,0x095ea7b3,,96980.916,4,,
0x6591c3777a7382925797d518df509e13ac910e32,eth,,0x095ea7b3,,119800.876,4,,
0xd85e038593d7a098614721eae955ec2022b9b91b,arb,,0x095ea7b3,,2782144.48,4,,
