contract_address,chain,protocol,method_id,method,unique_executions,%,cum %,,,,,,,,,,
0xcac410cd44717311f63aaf6081cb07244f10844f,bsc,,0x1845e789,,9,,,,,,,,,,,,
0xe127ce638293fa123be79c25782a5652581db234,eth,,0xa22cb465,,9,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,avax,,0x00000181,,9,,,,,,,,,,,,
0x8ee325ae3e54e83956ef2d5952d3c8bc1fa6ec27,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0xd85b5e176a30edd1915d6728faebd25669b60d8b,matic,,0xe5585666,,9,,,,,,,,,,,,
0x62d1ed2300a42fb66e583da3099849700ebbfe7a,base,,0x18cbafe5,,9,,,,,,,,,,,,
0x70b4178ba7894286357267036d835ae5790358b6,eth,,0xa22cb465,,9,,,,,,,,,,,,
0x631693b529f180328caefd0c8db17d84f3804275,arb,,0xdf791e50,,9,,,,,,,,,,,,
0x9cbd543f1b1166b2df36b68eb6bb1dce24e6abdf,base,,0x095ea7b3,,9,,,,,,,,,,,,
0xcf77a3ba9a5ca399b7c97c74d54e5b1beb874e43,base,,0x12bc3aca,,9,,,,,,,,,,,,
0xf8b1378579659d8f7ee5f3c929c2f3e332e41fd6,eth,,0x21425ee0,,9,,,,,,,,,,,,
0xd592f705bdc8c1b439bd4d665ed99c4faad5a680,arb,,0x3111e7b3,,9,,,,,,,,,,,,
0x4b1d0b9f081468d780ca1d5d79132b64301085d1,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0xedd118e091eee0e7fa9eeb9b4db717518f56cb15,op,,0x06e75722,,9,,,,,,,,,,,,
0x794a61358d6845594f94dc1db02a252b5b4814ad,arb,,0xa415bcad,,9,,,,,,,,,,,,
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,eth,,0x617ba037,,9,,,,,,,,,,,,
0x38e68a37e401f7271568cecaac63c6b1e19130b4,eth,,0xa9059cbb,,9,,,,,,,,,,,,
0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,avax,,0x2075ad22,,9,,,,,,,,,,,,
0x93e11be33b25d562635558348da0dd5f74d8377b,arb,,0x640ee4b5,,9,,,,,,,,,,,,
0x2f6f07cdcf3588944bf4c42ac74ff24bf56e7590,avax,,0x2e15238c,,9,,,,,,,,,,,,
0x046eee2cc3188071c02bfc1745a6b17c656e3f3d,eth,,0xa9059cbb,,9,,,,,,,,,,,,
0x74ccbe53f77b08632ce0cb91d3a545bf6b8e0979,base,,0x095ea7b3,,9,,,,,,,,,,,,
0x081911b600be8cf0e3545a0ff9415c099c1b85fe,matic,,0x1249c58b,,9,,,,,,,,,,,,
0x97337a9710beb17b8d77ca9175defba5e9afe62e,ftm,,0x1249c58b,,9,,,,,,,,,,,,
0x68c8a55f3d2f62487229af226629d985fe2dc7cb,arb,,0x542570c4,,9,,,,,,,,,,,,
0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x2e3d870790dc77a83dd1d18184acc7439a53f475,op,,0x095ea7b3,,9,,,,,,,,,,,,
0xda4c3eb39707ad82ea7a31afd42bdf850fed8f41,linea,,0x9caf2b97,,9,,,,,,,,,,,,
0x7246bc98791047378de9bd9cfdf050597a7efae8,arb,,0xe2bbb158,,9,,,,,,,,,,,,
0x80115c708e12edd42e504c1cd52aea96c547c05c,zksync,,0x095ea7b3,,9,,,,,,,,,,,,
0xce0e4e4d2dc0033ce2dbc35855251f4f3d086d0a,bsc,,0xcfc93274,,9,,,,,,,,,,,,
0x58b9cb810a68a7f3e1e4f8cb45d1b9b3c79705e8,arb,,0xa9059cbb,,9,,,,,,,,,,,,
0x1f514a61bcde34f94bc39731235690ab9da737f7,op,,0x095ea7b3,,9,,,,,,,,,,,,
0xd774557b647330c91bf44cfeab205095f7e6c367,eth,,0xa22cb465,,9,,,,,,,,,,,,
0x53b08dbd70327b7ba3b7886fc9987bc985d27262,arb,,0x656f3d64,,9,,,,,,,,,,,,
0xc0c293ce456ff0ed870add98a0828dd4d2903dbf,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x2f3551110c0e58dc0e85a4fb81b659b598783bd8,base,,0x095ea7b3,,9,,,,,,,,,,,,
0xc4bb03e399f1ab9bd1c9bcbffd12ad9ae089436c,arb,,0x4e71d92d,,9,,,,,,,,,,,,
0x2da10a1e27bf85cedd8ffb1abbe97e53391c0295,zksync,,0xad271fa3,,9,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,eth,,0x00000014,,9,,,,,,,,,,,,
0x2223f9fe624f69da4d8256a7bcc9104fba7f8f75,base,,0xd294f093,,9,,,,,,,,,,,,
0xbbb62c4b8ed027530ce5f6663d1a2aa8a7e8cacf,eth,,0xa22cb465,,9,,,,,,,,,,,,
0x000000000f30984de6843bbc1d109c95ea6242ac,base,,0x00000000,,9,,,,,,,,,,,,
0xf93fc7d6508ae2faf8fc5675e896bc38d6e7212c,arb,,0x095ea7b3,,9,,,,,,,,,,,,
0x4200000000000000000000000000000000000006,op,,0xd0e30db0,,9,,,,,,,,,,,,
0x4ee82a09f5cb6c734a7dcabf9b28e9007d4d9fac,base,,0x095ea7b3,,9,,,,,,,,,,,,
0x0001a500a6b18995b03f44bb040a5ffc28e45cb0,eth,,0xa9059cbb,,9,,,,,,,,,,,,
0x4a461335a343f36033e2c1180825fec1aeee4f7e,base,,0x095ea7b3,,9,,,,,,,,,,,,
0xb588a34afa5be3f3af703159fb6586a2caf04ba8,base,,0xc27e85ca,,9,,,,,,,,,,,,
0xd7ef5ac7fd4aaa7994f3bc1d273eab1d1013530e,arb,,0xa8559872,,9,,,,,,,,,,,,
0x8a555e4fc287650f5e8ca1778a35dd44e893d6aa,arb,,0x51905636,,9,,,,,,,,,,,,
0x6cf9788cda282aeb729477f6bda9c4db082b5746,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0xc365224ef4fa75d56a280c5a3925cadbf7bd8eee,linea,,0x613db23b,,9,,,,,,,,,,,,
0x524cab2ec69124574082676e6f654a18df49a048,eth,,0xa22cb465,,9,,,,,,,,,,,,
0xbdd8a1ef48415da84f255d2f11ab29221d4df58a,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x602eb0d99a5e3e76d1510372c4d2020e12eaea8a,arb,,0x095ea7b3,,9,,,,,,,,,,,,
0x8419f704cd6520e2c3ef477ef9bfa3159ea1aca7,matic,,0x47153f82,,9,,,,,,,,,,,,
0x7572642b2592c8daeff1dd21c20fd1e958ea2303,eth,,0xa0d6ff9a,,9,,,,,,,,,,,,
0x9b11bc9fac17c058cab6286b0c785be6a65492ef,arb,,0x1fd8010c,,9,,,,,,,,,,,,
0x00008453e27e8e88f305f13cf27c30d724fdd055,base,,0x8c874ebd,,9,,,,,,,,,,,,
0x43ab8f7d2a8dd4102ccea6b438f6d747b1b9f034,arb,,0x095ea7b3,,9,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,base,,0x00000186,,9,,,,,,,,,,,,
0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,ftm,,0x095ea7b3,,9,,,,,,,,,,,,
0xf82537fb6c56a3b50092d3951f84f5f6c835b4f5,linea,,0x5ae401dc,,9,,,,,,,,,,,,
0x742b70151cd3bc7ab598aaff1d54b90c3ebc6027,eth,,0x282d3fdf,,9,,,,,,,,,,,,
0xa88b82af76ecf08cf652846d10857eaeeca40c97,eth,,0xa22cb465,,9,,,,,,,,,,,,
0x5cc0189652ee881526ed3b8053b21c44e99010b9,arb,,0xb1c76d29,,9,,,,,,,,,,,,
0x5483dc6abda5f094865120b2d251b5744fc2ecb5,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0xb852c6b5892256c264cc2c888ea462189154d8d7,eth,,0xa22cb465,,9,,,,,,,,,,,,
0xadb9d68c613df4aa363b42161e1282117c7b9594,arb,,0xe9ed3d30,,9,,,,,,,,,,,,
0xb0d502e938ed5f4df2e681fe6e419ff29631d62b,eth,,0x441a3e70,,9,,,,,,,,,,,,
0x84412819ae69b10250d0d54d58f454018f1c8a42,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x9ce3447b58d58e8602b7306316a5ff011b92d189,arb,,0x4cd480bd,,9,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,arb,,0x00000010,,9,,,,,,,,,,,,
0x8a555e4fc287650f5e8ca1778a35dd44e893d6aa,arb,,0x40c10f19,,9,,,,,,,,,,,,
0x1111111254eeb25477b68fb85ed929f73a960582,ftm,,0x12aa3caf,,9,,,,,,,,,,,,
0x09233d553058c2f42ba751c87816a8e9fae7ef10,eth,,0xa22cb465,,9,,,,,,,,,,,,
0x072ba11a17ac13eff9f566d6d54f4887bab94d3c,matic,,0x379607f5,,9,,,,,,,,,,,,
0xa026ad2ceda16ca5fc28fd3c72f99e2c332c8a26,bsc,,0x095ea7b3,,9,,,,,,,,,,,,
0x068dc5a04ad0e6babd6b4782b8d13c2fb4107bda,zksync,,0xa22cb465,,9,,,,,,,,,,,,
0x9483ab65847a447e36d21af1cab8c87e9712ff93,base,,0x095ea7b3,,9,,,,,,,,,,,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,matic,,0x3a3f7332,,9,,,,,,,,,,,,
0x4594cffbfc09bc5e7ecf1c2e1c1e24f0f7d29036,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x5e8422345238f34275888049021821e8e08caa1f,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0xb7c9e72f0a2f338fd269f548920dd896e5dbf3e3,arb,,0x1249c58b,,9,,,,,,,,,,,,
0xbeae1b06949d033da628ba3e5af267c3e740494b,op,,0xc45dec27,,9,,,,,,,,,,,,
0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,base,,0xe2bbb158,,9,,,,,,,,,,,,
0xd691d9a68c887bdf34da8c36f63487333acfd103,bsc,,0x095ea7b3,,9,,,,,,,,,,,,
0x57a204aa1042f6e66dd7730813f4024114d74f37,eth,,0xa22cb465,,9,,,,,,,,,,,,
0x73cb180bf0521828d8849bc8cf2b920918e23032,op,,0x095ea7b3,,9,,,,,,,,,,,,
0xbd2dbb8ecea9743ca5b16423b4eaa26bdcfe5ed2,base,,0x095ea7b3,,9,,,,,,,,,,,,
0xeb466342c4d449bc9f53a865d5cb90586f405215,arb,,0xa9059cbb,,9,,,,,,,,,,,,
0xaa58e77238f0e4a565343a89a79b4addd744d649,arb,merkly nft,0x5154c0b4,,9,,,,,,,,,,,,
0xfa391de95fcbcd3157268b91d8c7af083e607a5c,eth,,0x1ebc263f,,9,,,,,,,,,,,,
0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,arb,,0x00000003,,9,,,,,,,,,,,,
0xd101dcc414f310268c37eeb4cd376ccfa507f571,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x099f8d9e004ce139c6f46572ea99c0db71889a78,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x83cc83da2acb44a513956bfca7f16ab31dab445a,matic,,0x7ac09bf7,,9,,,,,,,,,,,,
0x7572642b2592c8daeff1dd21c20fd1e958ea2303,eth,,0x664366db,,9,,,,,,,,,,,,
0x2e85ae1c47602f7927bcabc2ff99c40aa222ae15,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0xaccba5e852ab85e5e3a84bc8e36795bd8cec5c73,matic,,0x666256aa,,9,,,,,,,,,,,,
0x514910771af9ca656af840dff83e8264ecf986ca,eth,,0xa9059cbb,,9,,,,,,,,,,,,
0x75ed58e1d029853231a9e9825f0035e0449fbafa,base,,0x84bb1e42,,9,,,,,,,,,,,,
0x9a202c932453fb3d04003979b121e80e5a14ee7b,base,,0x2e1a7d4d,,9,,,,,,,,,,,,
0xc3960227e41c3f54e9b399ce216149dea5315c34,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0xd12999440402d30f69e282d45081999412013844,op,,0xa0712d68,,9,,,,,,,,,,,,
0x4a01ec948ec485a5cc1706292e074405b52f1e9b,arb,,0xb6b55f25,,9,,,,,,,,,,,,
0xba5e05cb26b78eda3a2f8e3b3814726305dcac83,base,,0x1b2ef1ca,,9,,,,,,,,,,,,
0x1d143f26540c4bf893d74bef4a5d9999987e492b,bsc,,0x095ea7b3,,9,,,,,,,,,,,,
0x44dd83e0598e7a3709cf0b2e59d3319418068a65,eth,,0xe9fad8ee,,9,,,,,,,,,,,,
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,arb,,0x39509351,,9,,,,,,,,,,,,
0xd7936052d1e096d48c81ef3918f9fd6384108480,arb,,0x7a37dc2c,,9,,,,,,,,,,,,
0x420fca0121dc28039145009570975747295f2329,avax,,0x095ea7b3,,9,,,,,,,,,,,,
0x600c411c1195605cc75a7645f2bca782fcfc4d6c,eth,,0xa22cb465,,9,,,,,,,,,,,,
0x34eebee6942d8def3c125458d1a86e0a897fd6f9,eth,,0xa22cb465,,9,,,,,,,,,,,,
0xddaecf4b02a3e45b96fc2d7339c997e072b0d034,arb,,0x9ebea88c,,9,,,,,,,,,,,,
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,eth,,0x573ade81,,9,,,,,,,,,,,,
0x1b02da8cb0d097eb8d57a175b88c7d8b47997506,arb,,0xf305d719,,9,,,,,,,,,,,,
0x032b241de86a8660f1ae0691a4760b426ea246d7,linea,,0x75ceafe6,,9,,,,,,,,,,,,
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,matic,,0xe7acab24,,9,,,,,,,,,,,,
0x41b559d2854080646a0560b72c4be939e19dbf81,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0xe43638797513ef7a6d326a95e8647d86d2f5a099,arb,,0xbb0a6fa5,,9,,,,,,,,,,,,
0x77372a4cc66063575b05b44481f059be356964a4,eth,,0xa22cb465,,9,,,,,,,,,,,,
0x1e241521f4767853b376c2fe795a222a07d588ee,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x9e629d779be89783263d4c4a765c38eb3f18671c,eth,,0xa22cb465,,9,,,,,,,,,,,,
0xaccba5e852ab85e5e3a84bc8e36795bd8cec5c73,matic,,0x7715ee75,,9,,,,,,,,,,,,
0xe6f3494e839f3d3fb36c407eb35cd85d90dc3704,eth,,0xf0fd1084,,9,,,,,,,,,,,,
0x92cc36d66e9d739d50673d1f27929a371fb83a67,eth,,0x095ea7b3,,9,,,,,,,,,,,,
0x65c936f008bc34fe819bce9fa5afd9dc2d49977f,arb,,0x095ea7b3,,9,,,,,,,,,,,,
0x93e11be33b25d562635558348da0dd5f74d8377b,op,,0x640ee4b5,,8,,,,,,,,,,,,
0xbb5ca40b2f7af3b1ff5dbce0e9cc78f8bfa817ce,arb,,0x02c5fcf8,,8,,,,,,,,,,,,
0xa062ae8a9c5e11aaa026fc2670b0d65ccc8b2858,op,,0x12bc3aca,,8,,,,,,,,,,,,
0x83cc83da2acb44a513956bfca7f16ab31dab445a,matic,,0x7715ee75,,8,,,,,,,,,,,,
0xba12222222228d8ba445958a75a0704d566bf2c8,arb,,0x945bcec9,,8,,,,,,,,,,,,
0xfc287513e2dd58fbf952eb0ed05d511591a6215b,eth,,0x67da598e,,8,,,,,,,,,,,,
0xbe51d38547992293c89cc589105784ab60b004a9,bsc,,0xe56461ad,,8,,,,,,,,,,,,
0x738865301a9b7dd80dc3666dd48cf034ec42bdda,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,matic,,0xbe1eace7,,8,,,,,,,,,,,,
0xe58e64fb76e3c3246c34ee596fb8da300b5adfbb,bsc,,0x983d95ce,,8,,,,,,,,,,,,
0x86355f02119bdbc28ed6a4d5e0ca327ca7730fff,polygon-zkevm,,0x85154849,,8,,,,,,,,,,,,
0x54feb100d536130a64c60f485aaef64f1894be83,arb,,0x095ea7b3,,8,,,,,,,,,,,,
0xbfa35599c7aebb0dace9b5aa3ca5f2a79624d8eb,matic,,0x095ea7b3,,8,,,,,,,,,,,,
0x9d6a7159e5accfc6520932f0f81a47e2ffd349a3,eth,,0xa22cb465,,8,,,,,,,,,,,,
0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,arb,,0x84a7f3dd,,8,,,,,,,,,,,,
0x20279b6d57ba6d3ef852f34800e43e39d46d6487,op,,0x51905636,,8,,,,,,,,,,,,
0x231b0ee14048e9dccd1d247744d114a4eb5e8e63,eth,,0xac9650d8,,8,,,,,,,,,,,,
0x794075aef95d9bd7e5cfd0ea8a1e68493b7e0e23,arb,,0x095ea7b3,,8,,,,,,,,,,,,
0x94be6962be41377d5beda8dfe1b100f3bf0eacf3,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0xcfc273d86333bf453b847d4d8cb7958307d85196,arb,,0x02387a7b,,8,,,,,,,,,,,,
0xdecc0c09c3b5f6e92ef4184125d5648a66e35298,op,,0x095ea7b3,,8,,,,,,,,,,,,
0xce16f69375520ab01377ce7b88f5ba8c48f8d666,avax,,0x846a1bc6,,8,,,,,,,,,,,,
0x83f20f44975d03b1b09e64809b757c47f942beea,eth,,0x6e553f65,,8,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,eth,,0x37c6145a,,8,,,,,,,,,,,,
0x93d504070ab0eede5449c89c5ea0f5e34d8103f8,arb,,0x095ea7b3,,8,,,,,,,,,,,,
0x29fa7d2afedf11419206cea7e18bd0edb0b30e11,eth,,0xbc231952,,8,,,,,,,,,,,,
0x9d2f299715d94d8a7e6f5eaa8e654e8c74a988a7,arb,,0x095ea7b3,,8,,,,,,,,,,,,
0x80bb30d62a16e1f2084deae84dc293531c3ac3a1,arb,,0x095ea7b3,,8,,,,,,,,,,,,
0xfeff7b68bc540826da22b296c82a4b8b6b845f41,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x960b7a6bcd451c9968473f7bbfd9be826efd549a,eth,,0xa22cb465,,8,,,,,,,,,,,,
0x0c7b199ac2bca0dba8d1785480648f0318b9a7b8,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x3a58a54c066fdc0f2d55fc9c89f0415c92ebf3c4,matic,,0x095ea7b3,,8,,,,,,,,,,,,
0xddaecf4b02a3e45b96fc2d7339c997e072b0d034,arb,,0x1df0af3f,,8,,,,,,,,,,,,
0x4f9a0e7fd2bf6067db6994cf12e4495df938e6e9,polygon-zkevm,,0x095ea7b3,,8,,,,,,,,,,,,
0xf917fe742c530bd66bcebf64b42c777b13aac92c,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0xad8fddba70583a9f864c7f18661acba586f9f128,eth,,0x4a21a2df,,8,,,,,,,,,,,,
0x508ca82df566dcd1b0de8296e70a96332cd644ec,linea,,0x491e0936,,8,,,,,,,,,,,,
0xba12222222228d8ba445958a75a0704d566bf2c8,eth,,0xfa6e671d,,8,,,,,,,,,,,,
0x6ea2effeb3f0f2582df5ad52cbe847fa50b628b2,bsc,,0x16974324,,8,,,,,,,,,,,,
0x818835503f55283cd51a4399f595e295a9338753,bsc,,0x095ea7b3,,8,,,,,,,,,,,,
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,eth,,0xa22cb465,,8,,,,,,,,,,,,
0x326490a8f5dcaeaa4a2ad9ea902990c5b0834d9b,eth,,0xd85d3d27,,8,,,,,,,,,,,,
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,eth,,0xa9059cbb,,8,,,,,,,,,,,,
0x92691e540ac5314f5e12b8af476c3edeeebd6b58,zksync,,0x42842e0e,,8,,,,,,,,,,,,
0xc40f949f8a4e094d1b49a23ea9241d289b7b2819,op,,0x095ea7b3,,8,,,,,,,,,,,,
0x508ca82df566dcd1b0de8296e70a96332cd644ec,linea,,0x9f3ce55a,,8,,,,,,,,,,,,
0x8b791913eb07c32779a16750e3868aa8495f5964,zksync,,0x19a13c5c,,8,,,,,,,,,,,,
0xde5ed76e7c05ec5e4572cfc88d1acea165109e44,base,,0x095ea7b3,,8,,,,,,,,,,,,
0xba25b2281214300e4e649fead9a6d6acd25f1c0a,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0xb17d82e179febdb6fb84c286d084d1bd1b12d103,zksync,,0xa3ba1116,,8,,,,,,,,,,,,
0x8659a54d54134683208a40f05c85db0d51b9f3fe,arb,,0x095ea7b3,,8,,,,,,,,,,,,
0xb0ed33f79d89541dfdcb04a8f04bc2c6be025ecc,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,eth,,0x5ae401dc,,8,,,,,,,,,,,,
0x3ee18b2214aff97000d974cf647e7c347e8fa585,eth,,0x9981509f,,8,,,,,,,,,,,,
0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44,eth,,0xa9059cbb,,8,,,,,,,,,,,,
0xa0c68c638235ee32657e8f720a23cec1bfc77c77,eth,,0xe3dec8fb,,8,,,,,,,,,,,,
0x790b2cf29ed4f310bf7641f013c65d4560d28371,eth,,0xa22cb465,,8,,,,,,,,,,,,
0x727a2f78669f765dd3a721a8d6a2467b68ba7e8e,op,,0x3d13f874,,8,,,,,,,,,,,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,eth,,0xb22f4db8,,8,,,,,,,,,,,,
0xd152f549545093347a162dce210e7293f1452150,eth,,0xe63d38ed,,8,,,,,,,,,,,,
0x14c256e65300026b76247e45554bb645c2c294ff,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x794a61358d6845594f94dc1db02a252b5b4814ad,op,,0x8e19899e,,8,,,,,,,,,,,,
0x3296ee4fa62d0d78b1999617886e969a22653383,arb,,0x2e1a7d4d,,8,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,matic,,0x00000016,,8,,,,,,,,,,,,
0x0000000001e4ef00d069e71d6ba041b0a16f7ea0,arb,,0x015491d1,,8,,,,,,,,,,,,
0x1ef5e2153c3e6533af716d057a90b71b8621fa39,arb,,0x4e71d92d,,8,,,,,,,,,,,,
0xbbc6018b7c407fb7ee8821e7b78ce3d5af59836a,eth,,0x6e162604,,8,,,,,,,,,,,,
0x34df29dd880e9fe2cec0f85f7658b75606fb2870,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x4591dbff62656e7859afe5e45f6f47d3669fbb28,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x32e4d98d3010ac12d75019c484caa78665b03986,arb,,0x095ea7b3,,8,,,,,,,,,,,,
0x22b7f70dc833f539a66327a6edb862cda246af2f,eth,,0x44ee3c43,,8,,,,,,,,,,,,
0xe341f30ea040bf3691aa069b8c5c213f72676421,bsc,,0x51905636,,8,,,,,,,,,,,,
0xb5c42f84ab3f786bca9761240546aa9cec1f8821,bsc,,0x095ea7b3,,8,,,,,,,,,,,,
0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,eth,,0xa9059cbb,,8,,,,,,,,,,,,
0x0581ddf7a136c6837429a46c6cb7b388a3e52971,eth,,0xa22cb465,,8,,,,,,,,,,,,
0x6219f06135b79705d34f5261852e9f6b98821e1f,zksync,,0x86385699,,8,,,,,,,,,,,,
0xfbd849e6007f9bc3cc2d6eb159c045b8dc660268,arb,,0x7142a6a6,,8,,,,,,,,,,,,
0xe8b6395d223c9d3d85e162f2cb2023bc9088a908,matic,,0xcef0ff60,,8,,,,,,,,,,,,
0x3417e54a51924c225330f8770514ad5560b9098d,op,,0x095ea7b3,,8,,,,,,,,,,,,
0xcd97405fb58e94954e825e46db192b916a45d412,matic,,0xb760faf9,,8,,,,,,,,,,,,
0xde5ed76e7c05ec5e4572cfc88d1acea165109e44,arb,,0x095ea7b3,,8,,,,,,,,,,,,
0xd1ad8ebfb0fb6306962e48260cf1e8062eb28cfa,eth,alfadao,0x23b872dd,,8,,,,,,,,,,,,
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,base,,0x441a3e70,,8,,,,,,,,,,,,
0x0c49cc7ac77246ba6022dc2fe8cc0942cef83fa3,arb,,0x80699b79,,8,,,,,,,,,,,,
0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,eth,,0x80500d20,,8,,,,,,,,,,,,
0x32e7c8a6e920a3cf224b678112ac78fdc0fb09d1,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x7b55800de02e4799f7b00a2c9963575464053f6a,arb,,0xcfe96c84,,8,,,,,,,,,,,,
0x20279b6d57ba6d3ef852f34800e43e39d46d6487,op,,0x40c10f19,,8,,,,,,,,,,,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,eth,,0x58f15100,,8,,,,,,,,,,,,
0xdd24e2b46d7a3477e8dae8167e37ce4ff5636f6a,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x97337a9710beb17b8d77ca9175defba5e9afe62e,ftm,,0x51905636,,8,,,,,,,,,,,,
0xed4e879087ebd0e8a77d66870012b5e0dffd0fa4,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0xb274202daba6ae180c665b4fbe59857b7c3a8091,bsc,,0x2cdf0b95,,8,,,,,,,,,,,,
0xfd1b0b0dfa524e1fd42e7d51155a663c581bbd50,eth,,0xa22cb465,,8,,,,,,,,,,,,
0xa0924cc8792836f48d94759c76d32986bc74b54c,zksync,,0x2e4dbe8f,,8,,,,,,,,,,,,
0xe58e64fb76e3c3246c34ee596fb8da300b5adfbb,bsc,,0x4641257d,,8,,,,,,,,,,,,
0x5d066d022ede10efa2717ed3d79f22f949f8c175,matic,,0x095ea7b3,,8,,,,,,,,,,,,
0xc1c146e09640fe9e5d670288cc43c6269949d9a1,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x59c7c832e96d2568bea6db468c1aadcbbda08a52,base,,0x54e3f31b,,8,,,,,,,,,,,,
0xe341f30ea040bf3691aa069b8c5c213f72676421,bsc,,0x40c10f19,,8,,,,,,,,,,,,
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,matic,,0xfd9f1e10,,8,,,,,,,,,,,,
0x394e3d3044fc89fcdd966d3cb35ac0b32b0cda91,eth,,0xa22cb465,,8,,,,,,,,,,,,
0x40ea7f6d6964413d4a26a0a268542dae9f55768e,arb,,0x379607f5,,8,,,,,,,,,,,,
0xf951e335afb289353dc249e82926178eac7ded78,eth,,0xc18d7cb7,,8,,,,,,,,,,,,
0x5b39de9ec49f808272a8f27b6d7ce65589a64f9d,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x45c32fa6df82ead1e2ef74d17b76547eddfaff89,matic,,0x095ea7b3,,8,,,,,,,,,,,,
0xce18e5b19cd4430bd793fb59a598b3ab4427b0e4,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x4f311c430540db1d64e635eb55f969f1660b2016,eth,,0x095ea7b3,,8,,,,,,,,,,,,
0x89ae36e3b567b914a5e97e6488c6eb5b9c5d0231,arb,,0xbaa2abde,,8,,,,,,,,,,,,
0x1be3735dd0c0eb229fb11094b6c277192349ebbf,linea,,0x095ea7b3,,8,,,,,,,,,,,,
0xfcd3842f85ed87ba2889b4d35893403796e67ff1,base,,0x02751cec,,8,,,,,,,,,,,,
0x5f6ae08b8aeb7078cf2f96afb089d7c9f51da47d,eth,blast,0xf688bcfb,,8,,,,,,,,,,,,
